0.0002722740173339844, 36, 8
0.00016188621520996094, 22, 10
0.00037789344787597656, 53, 12
0.0006389617919921875, 94, 14
0.001222848892211914, 181, 16
0.0030488967895507812, 455, 18
0.0067789554595947266, 941, 20
0.004508018493652344, 622, 22
0.001132965087890625, 163, 24
0.06531620025634766, 8347, 26
0.1442718505859375, 19852, 28
0.01329183578491211, 1918, 30
0.9502620697021484, 130485, 32
0.45996713638305664, 61686, 34
0.970984935760498, 131908, 36
1.950852870941162, 266494, 38
7.612138032913208, 1035084, 40
9.121064901351929, 1236450, 42
43.08180475234985, 5670822, 44
39.274173974990845, 5337645, 46
156.40047979354858, 21507777, 48
53.823298931121826, 7565260, 50
